Crops,Original_Search_Title,Link,Headline,Date,Publisher,Publisher_URL,Source_URL,Body_Text
cassava,Habila Seeks Encouragement for Upcoming Writers,https://allafrica.com/stories/200712310744.html,Nigeria: Habila Seeks Encouragement for Upcoming Writers,30 December 2007,Vanguard (Lagos),http://www.vanguardngr.com/,,"Celebrated writer, Helon Habila, was recently a guest of the Advancement Office of the University of Jos to deliver a Distinguished Alumni Lecture as part of his tour of Nigeria. He spoke to Sunday Vanguard on the occasion.
HOW does it feel coming back to your former university after some years?
Well it's like a home coming I think, especially for University of Jos and this is my return after four years. So, I am happy to be here after all this time and to be doing this, especially here in Jos.
We understand you are on a tour of the country. What is it all about?
Yes! I've been to Abuja and I am going to Gombe from here. It was organized by our publishers, they are called Cassava Republic. They are my Nigerian publishers. We are issuing one of our books here in Nigeria. We aim to promote them and to also talk to people along the way and encourage young writers and do whatever we can, you know, to create the awareness on the need for reading and writing to young writers.
How can upcoming writers be encouraged in this age that reading culture has dropped drastically?
Yeah! What must be done is for our universities to invite writers, bring them to meet writers. People see books as if they kind of drop from the sky but there are people behind them. So, if you can demystify the books itself, then, human beings will read them and they also have their challenges they went through or the difficulties to do it. So that people can see that it is written by people or say that yes this person did it. If he has done it, I can also do it. So, that's what I think we should be doing, especially in universities. Also, the government should be organizing this kind of interactions.
What do you think has led to the state of things in our education sector?
It's a problem of leadership. You know we are just emerging from over 20 years of dictatorship, so there are different things. Most of the time, they ought to be expected because dictatorships don't cater to the needs of the individual. They tend to do what they want to do, pursue their own agenda so it's as if we are staring from zero, we are just starting from scratch. This is the first time, after a long time, that we have individuals being able to express themselves freely or to expect justice from the courts and all that. So, there was a decline because the leaders did not develop the country. They did not develop the people and did not give people freedom to develop themselves.
So, what can writers like you do to encourage younger writers and break some of the barriers standing in their way?
I think the best we can do is to give advice and to kind of impact our expertise on our people. I'm talking especially about working with younger writers who are really ambitious and talented and have no idea about how to go about realizing their dreams.
So, I think that's the best people like me can do is to rally upcoming writers, encourage them and give them any connection that they might need in order to publish their works. These are being done."
cassava,Standing Up to Bullies,https://allafrica.com/stories/200712210022.html,Uganda: Standing Up to Bullies,21 December 2007,The Monitor (Kampala),http://www.monitor.co.ug/,,"Don't you just hate those times when you are stuck at the park and the number of people waiting at your stage could fill 10 kamunyes yet only one comes along every 10 minutes?
Here I am stranded and have been standing here since 6p.m.
It is now close to 8p.m. and there is no kamunye in sight. Each one that comes along is on such high demand that it frightens me to see people fight to enter it.
I do not know why these civilians do not sign up to fight in the army...They would not need any training, they are naturals! Then there is the case of the conductors and drivers hiking the price because they know that we do not have a choice.
Today though, the real problem is not so much facing those fighters; rather it is the fact that I just have the amount of the normal fare in my bag.
I do not have a single coin more. If this continues any longer, I am going to have a long night waiting at the park until these guys decide to go back to the normal fare.
After the crowd has slowly disappeared, the next kamunye comes along and is still insisting on charging us Shs1,000 instead of the usual Shs700.
Really! Can't these guys give a girl a break? I do not have that Shs300 extra and besides, we are not that many any more. I am glad that the rest of the passengers remaining think so too.
We all enter this kamunye and refuse to be bullied into seating four per row instead of three and paying above the normal fare.
The conductor announces that if we will not comply, we should all get out. Naturally, I do not argue. Knowing my pocket, I get out without any complaint. I have heard of people being manhandled by angry conductors.
The joy that fills my heart is so evident when I turn around and see all the other passengers get out as well. They think I am rebelling and they want to support me in my cause.
Little do they know that I have my own issues! That aside, two other kamunyes come by our stage just as the last person is getting out of this kamunye.
And they were charging the normal fare despite the fact that the mean conductor has whispered something in the line of us being bigheaded passengers who need to be taught a lesson.
Thank God these men have sense enough to know that the time for hiking the price is up. They are a godsend as far as I am concerned.
They even decide that instead of us paying Shs700 as usual, we can pay Shs600 since we have been waiting for a long time. Wonders will never cease! Maaso awo! I even have Shs100 to buy cassava for supper!"
banana;cassava;sweet potato,Sanyu Babies Home Gets Donation,https://allafrica.com/stories/200712210116.html,Uganda: Sanyu Babies Home Gets Donation,20 December 2007,New Vision (Kampala),http://www.newvision.co.ug/,,"Kampala — CHRISTMAS came early for the children of Sanyu Babies Home in Kampala when they received donations from the Indian community under the Shree Kutch Satsang Swaminarayan Temple.
Handing over the items on Tuesday, Nitin Vekariya, the community chairman, flanked by other members of the temple, said the donations worth over sh3 million were also made to five different homes for the disabled people and orphanages in Kampala and Jinja.
""As we celebrate the first anniversary of Shree Kutch Satsang Swaminarayan temple in Uganda, we decided to make better the lives of those in need among the community,"" Vekariya said.
The items included foodstuff such as rice, powder milk, sugar, posho, cooking oil, beans, salt, tomatoes, cabbages, Irish potatoes, sweet potatoes, bananas, cassava and biscuits. Others were clothing, nappies, soap and detergents among other items.
While receiving the donation, Christine Asege, a social worker at Sanyu Babies Home, thanked the community for the gesture."
cassava,BoN Sees Potential in Manufacturing Sector,https://allafrica.com/stories/200712190336.html,Namibia: BoN Sees Potential in Manufacturing Sector,19 December 2007,New Era (Windhoek),http://www.newera.com.na/,,"Windhoek — Namibia has the potential to manufacture goods such as pencils, fences, and swimming pool and bathing salts, large-scale production of leather goods, mattresses and fuel production from cassava, says a recent study by the Bank of Namibia (BoN).
Other new products the country could also venture into are metal products and auto components, unique wood, palm and clay products, leisure garments, felts (inner pads for jackets) made from wool as well as the large-scale production of hand-woven carpets.
The study that aimed at assessing the potential of the country's manufacturing sector as well as identify potential products within the manufacturing sector, which would be growth enhancing, found that some key products were not exploited optimally.
""A number of manufactures' products which could be produced more optimally are tiles and slabs, mineral water bottles, steel windows and door frames, polished diamonds, cheese, marula jam and cereals.""
The report identifies the high input costs, particularly electricity, transport and harbour charges, the availability of quotas for the fishing industry and low ""throughput"" for the meat processing industry as well as unfair competition from well-established South African companies as maim constraints facing Namibia's manufacturing sector.
In addition, low levels of labour productivity, coupled with the negative impact of HIV/Aids pandemic on the workforce; the lack of shelf space for Namibian manufacturers in Namibian supermarkets; the low level of branding and marketing of Namibian products; as well as the unavailability of highly skilled professionals, were identified as other constraints that confront the sector.
""In this regard, the problem with importing much needed skills particulary pertaining to the process of acquiring work permits, was significant.
""Thus, plans to establish technology and entrepreneurship centres in the country should be concretised."""
cassava;sweet potato,Dancing African Night Away in New York,https://allafrica.com/stories/200712140150.html,Uganda: Dancing African Night Away in New York,13 December 2007,The Observer (Kampala),http://www.observer.ug/,,"Kampala — We might be poor, and some people even allege that we are intellectually challenged, but there is at least one thing no one can take away from us: We sure know how to party.
Still, when a friend at the Ugandan Permanent Mission to the United Nations in New York tipped me off that the African Group at the United Nations was organising the first-ever African Night, I wasn't too sure that the event was worth my time. I mean, we are talking about diplomats here.
With the notable exception of the irrepressible former German ambassador to Uganda, Klaus Holderbaum, diplomats are not necessarily the kind of people you want showing up at your party. They take parties like just another diplomatic activity where every word and every step have to be weighed carefully.
But since I didn't have anything better to do that weekend, and the ""donation"" required to gain entry was only 20 bucks, I decided to give it a go.
I arrived at Libya House in my jeans and denim shirt after midnight on Saturday December 1, expecting to find the diplomats in their suits discussing the Darfur humanitarian situation and Iran's nuclear tricks at their tables. Instead, I was welcomed with the thumping feet and flying arms of thousands of people dancing to kwasa kwasa music. I didn't see anyone in a tie, let alone a suit. The crowd, half African and half white, were certainly loving every minute of it.
I quickly grabbed a green one and joined in. Since kwasa kwasa lost favour in Uganda a few years ago, I had kind of forgotten my ndombolo strokes, you know, the twisting of the waist and the drawing of circles in the air. But after a few missteps, I was up to speed, showing the enthusiastic white people how it's done. I only took a breather when they switched to Arabic music - belly dancing is not exactly my kind of thing.
Having come so late, I hadn't expected to find any food left; it may have been an African party, but we were not in Kampala or Bamako. To my pleasant surprise, I discovered a table in the corner with all tribes of African food - from sweet potatoes to cassava, chapatti to dodo and gonja to fufu. The only thing missing, curiously, was matooke. It was the first time, since I checked into this city, that I felt like ""being home away from home"".
The DJ switched to South African music, doing Lucky Dube, Yvonne Chaka Chaka and Brenda Fassie, and I was on my feet again.
""But how come they are not playing the Ugandan music you are always talking about?"" my good friend from Benin couldn't resist taking a dig at me.
I kept hoping that the DJ would prove her wrong, what with all the talk one keeps hearing that Ugandan music is on the rise. It didn't look like the DJ was going to save me, so when he played something from Zimbabwe I quickly claimed that it was Uganda's Bebe Cool doing his thing. Ms. Benin bought it.
When a diplomat who had taken one too many ""undiplomatically"" revealed that the Ugandan mission had contributed just 100 dollars to the party, I sneaked away before my Benin friend jumped on that one too.
If it is any consolation, I discovered the following day that Uganda wasn't the meanest contributor. That honour went to a West African country that contributed 50 dollars.
The name of the country is Benin."
cassava,'None of Them Can Contest Me' Esther Pabai,https://allafrica.com/stories/200712070770.html,Sierra Leone: 'None of Them Can Contest Me' Esther Pabai,7 December 2007,Concord Times (Freetown),http://slconcordtimes.com/,,"Freetown — First year female student in the faculty of Arts, Fourah Bay College contesting this year's Miss University beauty pageant, Esther Pabai yesterday said none of her colleagues could contest her in terms of beauty, physical fitness and other prerequisites to grab the crown.
Pabai, 20, said she believes in going for what she wants and for many times she had tried and has been very successful.
""I am not afraid of them because I have what to show the world that I am capable and fit to win the contest. I know what I am capable of doing and I know I will win,"" she said.
Pabai was crowned Miss Saint Joseph Secondary School (SJSS) 2004 and 2005 respectively. She also won Miss Inter-secondary School 2005 and contested the Miss Paddy's 2005.
Pabai's star is Aries and enjoys watching football and supports Manchester United. She said her family and boyfriend have given her the blessing to compete.
""I want to call on my fans and colleagues to continue supporting me by sending SMS to 434 Celtel network and vote for me,"" she said.
She said she listens to music at her leisure time. She also does some reading and dancing but dislikes lying.
She recalled that the only person who has lied to her is her boyfriend.
Pabai favourite African dish is cassava leave and rice while her favourite English food is couscous. Her best musician is Bartender by Tpain and her best movie is Ghanaian Beyonce. She said her best actress is Genevieve Nnaji."
cassava,November Inflation Down 4.8 Percent,https://allafrica.com/stories/200712030092.html,Uganda: November Inflation Down 4.8 Percent,2 December 2007,New Vision (Kampala),http://www.newvision.co.ug/,,"Kampala — INFLATION slipped to 4.8% in the year ending November compared to 5.5% for the year ended October due to lower food prices compared to a year ago, the Uganda Bureau of Statistics has said.
""The reduction was due to lower price levels for food which dropped by 0.19%,"" a statement from the bureau said.
Annual core inflation, which excludes food prices, fuel, electricity and metered water, behaved similarly sliding to 6.2% from 6.4% in October.
Meanwhile monthly headline inflation went up by 1.0% compared to the 1.3% rise in October. But food prices went up in most centers except in Kampala and Arua where there food price reductions.
High food prices pushed the October inflation rate to 5.5% from 5% in September registered in September.
Food prices went up in most centres during October with significant contributions coming from matooke, irish potatoes, cassava, fruits and vegetables like passion fruits, pineapples, cabbages, tomatoes and dried beans, the bureau said then."
cassava,The Man Who Drove the Queen,https://allafrica.com/stories/200712030037.html,Uganda: The Man Who Drove the Queen,2 December 2007,New Vision (Kampala),http://www.newvision.co.ug/,,"Kampala — GRADUATION, wedding day, the birth of a child .. Such are the experiences that will forever be special and memorable in many people's lives. But much as some of these experiences are shared, Salim Twalib Khalili's was exceptional - driving the queen of the United Kingdom and Ireland, during the just concluded Commonwealth Heads of Government Meeting (CHOGM).
Khalili chauffeured Queen Elizabeth II, who was here to open the November 23-25 CHOGM, together with her husband Phillip, the Prince of Edinburgh.
The couple jetted into the country on November 22 and Khalili was their only driver until they left on November 24.
""I have driven some important people like Baroness Lynda Chalker. I have also been driving the British High Commissioners for 10 years. But driving the Queen and her husband was different. The feeling was overwhelming,"" Khalili adds.
""You lose the status of an ordinary driver. Your scale weighs heavier. It's like buying 1kg of meat and another quota of 3kgs; they weigh differently. For me, the queen was like 10kgs of meat - much, isn't it?"" he adds.
Khalili did not have much conversation with the royals save for the curtesy greeting and the handshake, but that was enough for him.
""I had a handshake with the queen, then her husband, when I first met them at the airport and while bidding them goodbye. I felt very good just greeting her. It was a feeling of a social elevation.
Then I opened the door for her and my job was rolling,"" he says.
The aura with which Khalili speaks tells you that he is no ordinary achiever in his capacity.
Born on December 12, 1959 in Bombo to Salim Khalili Tanda and Margaret Nalugya (RIP), this former police officer had never thought of rubbing shoulders with the global cream like the queen of England.
Khalili who studied at the then Bombo Sudanese Primary School says he dropped out of school after Primary Seven and opted to join the Police force in 1979 because he did not love books much.
Call him a school dropout, but he speaks fluent English well enough to pass for a graduate. His accent is also clear, actually British inclined probably because of close interaction with his employers.
The light-skinned, medium-size father of seven is talkative and full of emotion. Khalili gives you the impression of an honest man who loves his job.
He speaks with a rich body language, often waving his hands in the air, shrugging and occasionally laughing. He loves to engage the people he is talking to and cares to know if you really understand what he is saying.
""I learnt to drive while in the police force and in 1985 joined the British High Commission as a driver,"" he reveals. One year later, the commission, like it does for all its drivers, sent him to the UK for a special driving course.
Even when the second and third training-which he undertook in July this year came, Khalili did not know he was destined to drive the queen until about one month to her coming.
""They first took me for a refresher course in the UK, telling me that I was going to drive a very important person, but I never imagined it would be the queen,"" he says.
When his supervisor called him on his return to announce the 'important guest', Khalili could not believe it. ""I thought I was dreaming. I asked my supervisor over and over again, 'are you sure? who am I to drive the queen?""', he recalls happily.
Khalili says he emerged from the office with a very wide smile, talking to himself only to arouse the curiosity of all his colleagues who admired him for his luck.
His worry was how he was going to approach the queen.
I went and asked the commissioner and he tipped me telling me, 'almost the same way you have been with me. Only that you will have to be more careful and respectful', he recounts.
'I went and told my wife about my pending assignment and she was so proud of me. She assured me that I was fit enough for the job,"" he says.
But when he told his grandfather about it, his stake in the community's history went higher.
Apparently, in 1954, when the Queen first visited Uganda, it is still a man from his Nubian community, Idi Asuman, who was driving the then governor Sir Andrew Cohen in state house, who chauffeured her.
Asuman reportedly drove the queen from the airport, to Owen falls dam (Nalubale), which she commissioned and Queen Elizabeth National Park that is named after her.
This was historic for the minority Muslim group, which migrated from southern Sudan in the early 1900, predominantly settling in Bombo.
In 1962, another Nubian-Sebi Farusi Kamjara, lowered the British union Jack flag and hoisted the Ugandan flag when Uganda was getting her independence.
""I have been an addition to those achievers in my community.
In Bombo SS, my children are now popularly known as the queen's kids and everyone wants to shake my hand because I drove the queen,"" Khalili boasts.
And as an honour, the community gathered to have a special meal called Garusa; a mixture of maize flour and a lot of baking flour with a bit of sugar, kasera (mixture of maize flour, baking flour and cassava flour), crowning it with a big cock.
Nevertheless, every special occasion never misses a dark cloud.
""I feel sad that my mother, who passed away in 1971, could not be around to celebrate my life achievement. Even my dad is bedridden right now. I'm praying so hard he gets well and gets to know that I drove the queen,"" he says.
But what does he remember most about his 'royal stunt'? ""Driving from Entebbe to Kampala felt like forever. The roads were so jammed. But the crowd was so cheerful, welcoming and well-behaved. I felt proud being Ugandan.
""I remember being so conscious and praying for no mishaps. If a tyre burst, or an accident. it would have been very shameful for me, but I thank God that it all went well. I feel so brave to have handled such a mighty person successfully,"" he says.
John Hamilton, the 2nd secretary at the British High Commission in Kampala, says that their decision to hire Khalili to drive the queen was entirely dependent on his experience.
""He is one of the most experienced drivers we have,"" Hamilton says, adding, ""otherwise most of our drivers often undertake those special courses in basic driving skills, how to drive in convoys, invasive and defensive driving, and he did the job perfectly.""
And while the rest of us scramble to buy the queen's picture on streets, Khalili boasts of an autographed photo of the couple, proudly hanging on his wall.
""They gave it to me in the car, after their dinner in Serena Hotel in Kampala,"" he says."
cassava,Fed By the Bus,https://allafrica.com/stories/200712030460.html,Uganda: Fed By the Bus,1 December 2007,New Vision (Kampala),http://www.newvision.co.ug/,,"Kampala — From drivers and conductors to cleaners and gatemen, dozens of Ugandans depend on the bus industry for their livelihood, Harriet Birungi discovered
RUNNING after a Gaso bus which is just arriving at the Baganda Bus Park in Kampala, Alex Twinamatsiko, a luggage carrier, tries to catch the attention of the alighting passengers. Banging his hand on the side of the bus he calls out:
suburb of Kampala, he is a married man with four children back in the village in Bushenyi District.
""I send them money twice a month,"" he reveals after a bit of probing.
How much he earns a day ferrying cargo to and from the bus park depends on how far he has to carry the luggage and the number of customers.
""From the bus park to the new taxi park, I charge sh500 while to the old park I charge sh1,000,"" he says. ""If I have to go a bit further I charge sh2,000 or more,"" he says, adding that his fees also vary with the weight of the luggage and the amount of traffic on the roads.
""For instance, to carry a sack of matooke to Kisenyi, I charge sh4,000 as there is heavy traffic in that area,"" he says. ""My reasoning is that I will spend longer on the trip and miss out on other customers at the bus park.""
When setting his rates, Twinamatsiko also has to take into consideration the fact that he needs to pay the sh15,000 registration fee that allows him to operate from inside the bus park.
From his unstable returns, on top of the registration fee, he has to pay the park operators a sh1,500 retainer per week to make sure his job is secure.
Twinamatsiko's meals consist of energy-giving foods.
He is always careful not spend more than sh1000 on food. ""I mainly eat posho, cassava, potatoes and beans,"" he says.
Twinamatsiko is not the only one earning a living off buses.
As a Kalita Transporters bus pulls into a washing bay on Rubaga road, a young man, with great excitement, assembles the tools of his trade - a yellow jerrycan which has been cut in half, water, detergent and a piece of foam tied up in an old T-shirt.
Then he quickly gets to work washing the bus. He will be paid sh10,000 for washing the exterior and sh20,000 if he does the interior as well.
Luckily, he does not have to pay any fees to make sure his job is secure. He simply has to show up the following day, or else someone new will be recruited.
""I only need to pay the boss a certain percentage of my earnings,"" he says.
""It's like some kind of rent for using his land,"" the cleaner, who does not want to be named, says, as colleagues warn him not to reveal the exact percentage they pay.
The cleaner adds that he is not married, but has many dependants who are AIDS orphans. Three of these dependants stay with him in Ndeeba, a suburb of Kampala while eight are in Rakai. ""With the money I earn, I buy maize flour and send it to them by bus,"" he says as tears form in his eyes.
From hawkers, cargo handlers, brokers, security guards, receipt issuing officers, gate controllers, bus drivers and owners to turn boys, bus inspectors, park managers, garage service providers and the director of the bus terminal, a bus feeds many people.
Charles Namanya is the bus terminal manager. He says a bus officially employs four people - the turn boy, conductor, inspector and bus driver.
These get their pay from the business profits, on terms agreed upon with the bus owner.
A turn boy is in charge of loading and offloading passengers' cargo. ""He must be registered with that particular bus so as to ensure trust amongst all parties that serve and are served by the bus,"" explains Namanya.
There are as many turn boys as buses. If a bus travelled without one, there would be chaos, with some people taking other people's property.
James Lubo, who has been a gateman for five years, compares a turn boy to a store- keeper or logistics officer. A turn boy's memory has to be very sharp, for him to remember which luggage belongs to whom.
However, like anyone else they make mistakes. ""Many times passengers have come to us complaining that they have lost their luggage. The safety of cargo requires the combined effort of both passenger and turn boy,"" Lubo adds.
At the end of the day, a turn boy takes home sh3,000 per trip the bus makes. Depending on the season, he will on average take home sh6,000 a day.
Edward Ssabiti started out as a hawker dealing in electronics before he became a turn boy. He says to become a turn boy you have to prove yourself.
To become a turn boy, he says, you have to lobby the bus conductor, usually by paying him a commission. As a turn boy, one has to pay the operators of the bus terminal sh20,000 and they in turn issue you with an identification card. In addition, you pay a sh3,000 retainer monthly.
Namanya says the bus conductor, who issues receipts, also earns per trip. However, he is not paid until the bus is full and ready to set off. If he is a miser and unwilling to pay brokers to convince passengers to board the bus, he may never leave the terminal.
""You have to give the broker between sh500 and sh1,000 as an incentive. That way, the bus will fill quickly and the conductor will earn his sh5,000,"" explains the manager.
However, the payment is not immediate. The conductor has to wait until the sh25,000 park fee charged on each bus is paid. If there is not enough money to raise the park fee, the conductor has to forfeit his pay, says Namanya.
Conductors pay sh20,000 as registration fee to the terminal operators. The bus driver and inspector are meant to make sure that every passenger has a seat.
They are also in charge of servicing the bus and making sure it is roadworthy. They are paid sh20,000 per route and also have to pay a sh20,000 registration fee.
Unlike the others, however, they do not have to pay a monthly retainer. ""Their daily contribution of transporting passengers safely and in keeping the bus in a good condition, is proof enough that they want their jobs,"" says Ssabiti.
To ensure that every bus pays the required fees and nothing is stolen in the bus park, the terminal operators employ security guards and receipt-issuing officers. Namanya says these are paid on a weekly basis. ""Security officials employed at the terminal receive their sh15,000 pay every Saturday.""
Before they leave the bus park, passengers often buy goods from the hawkers who sell anything from electronics and medicine to cosmetics, food and bread.
The hawkers are only allowed to operate after paying a registration fee to the terminal chairman, says Lubo. Their fees vary according to the products they sell. For instance, a hawker selling non-perishables pays an initial fee of sh20,000 and a weekly fee of sh3,000 to keep their positions, while food and bread vendors pay sh10,000 and a weekly fee of sh1,500.
Namanya says as the terminal manager, he takes home sh200,000 monthly while the bus owners pocket sh300,000 after all daily bus expenses have been met. Expenses include fuel, washing, servicing and repairing.
""To say that it's only the bus owners that reap from a bus would be wrong. More than six categories of people live off a bus,"" says Namanya."
cassava,"A New Publisher, Creating a New Industry",https://allafrica.com/stories/200711280585.html,"Nigeria: A New Publisher, Creating a New Industry",28 November 2007,allAfrica.com,https://allafrica.com/,,"Abuja — When Bibi Bakare-Yusuf holds her two reviewers' copies of Kemi's Journal—one printed in India and one in Nigeria—side by side, the difference is night and day.
Abidemi Sanusi's 2005 release looks vibrant with its red Indian-printed cover depicting Kemi's world—her thoughts, her person, her attitude. The same book, printed in Nigeria, looks a bit dull. The blue hues fade into the surroundings and the thinner paper inside smears slightly from ink that is not quite refined enough.
Cassava Republic, Nigeria's newest literary publishing company, prints in India. Bakare-Yusuf, its founder, says she wants its books to rival those published in London and the United States—not just in literary quality, but in appearance as well.
Cassava Republic is unique in Nigeria, not only for its quality printing but because it exists at all. When Bakare-Yusuf returned to Nigeria after a period of living in the United Kingdom, she was astonished. Literature and its publishers had all but disappeared, leaving religious works, self-help books, and textbooks to fill the shelves.
Follow us on WhatsApp | LinkedIn for the latest headlines
The mood had changed, too. ""I found it upsetting,"" she said. ""Someone will spend 5,000 naira on a self-help or management book, but ask them to pay 850 naira for a novel and they will moan and groan.""
Nigeria was once home to a flourishing market, but years of military rule pushed international publishers out; not a single one remains in the country today. Economic decline hit the pockets of average Nigerians hard and their budget for luxuries such as books even harder. Thousands from the chattering middle class left the country, including the intellectuals and consumers of Nigerian literature.
""It was the Sahara Desert period of Nigerian literature,"" says Ken Ike Okere, a co-founder of the Abuja Literary Society. ""We didn't know if people were writing because we were not seeing it."" Newspapers suffered too; while any of three large papers could sell 500,000 copies a day in the 1970s, today all the papers together are lucky to sell 350,000.
With no retail market and no capital, most publishers now survive by printing textbooks or religious publications, which have guaranteed sales to schools and churches. The market for literature is tougher, and most works that do appear are self-published. Distribution is limited and costly. Most publishers focus on urban centers because the cost of transport and the small market make sales elsewhere unprofitable.
With the exodus of intellectuals and the books they read, many aspiring writers in Nigeria have had no opportunity to learn from their peers. It is no surprise then, that Bakare-Yusuf has struggled to find good manuscripts from the 50 or so she receives every week.
""Think about Yoruba drum training,"" she says as an example. ""It takes years to be a master drummer, years of listening to others, so why should writing be any different?""
Today, Bakare-Yusuf thinks she might just know how to reverse the decline.
""I'm interested in the bottom of the pyramid; the top can go to London to buy books. If I can get books to the masses, conversations about literature will start, a questioning spirit will develop,"" she explains.
So Cassava Republic is cutting prices and boosting quality. Books like Kemi's Journal that stand out on the shelf cost just 650 naira, compared to the average price of 1,000 naira.
That has meant taking a smaller profit—or none at all. But it's the future market in which Bakare-Yusuf and her company are interested. Once the masses start reading, demand will pick up, she says.
Elite book stores with proper shops are out. Instead, books are being bought in rackety shops outside city walls. In Abuja, where Cassava Republic is based, that means leaving the tidy streets of the capital and heading for the suburbs, where most people live in mud and metal houses. It is on the winding streets of Maraba, Kuje, and Nyanya villages that Nigerians are buying books.
Cassava Republic's raw material is different also. Its books are new, catchy, and accessible. Sanusi is just one of a handful of writers that Bakare-Yusuf has found herself. Another, Teju Cole, author of the forthcoming Every Day is for The Thief, had a blog that caught the company's attention.
And while some titles, including Cain Prize winner Helon Habila and Orange Prize winner Diana Evans, are reprinted from abroad, Cassava Republic has turned down offers from international publishers to reprint.
""I'm interested in authors who engage with the African experience—it's not enough just to have an African author,"" she explains. ""They must be able to speak to the complexities of African realities."" Soon, Cassava Republic hopes to re-publish The Hidden Star, by the young South African author, K. Sello Duiker.
Someday soon, more of those authors may come from Nigeria itself. As part of her work, Bakare-Yusuf invites authors whose manuscripts are turned down to take part in writing workshops and join a mailing list of tips and events. Elsewhere in Nigeria, others are doing the same. The Abuja Literary Society also edits manuscripts and helps authors with their work.
All this, says Bakare-Yusuf, is about getting deeper than literature: ""When you ask someone to read literature, you are asking them not only to look into the past but to look into the future—to suspend their beliefs today."" That just might help Nigeria think its way out of more than just the end of a novel."
